196	242	3	-0.605654601426639
186	302	3	-0.3374905454197115
22	377	1	-1.5748070028554124
244	51	2	-1.5412096234642194
166	346	1	-1.7809972542124242
298	474	4	-0.038603601563866906
115	265	2	-1.6468081900826133
253	465	5	1.0662511696741663
305	451	3	-0.37960232496672347
6	86	3	-0.6109621261304414
62	257	2	-1.1680873855873044
286	1014	5	1.1150072970206937
200	222	5	1.1259607117330834
210	40	3	-1.2976217842545184
224	29	3	0.006455214318754883
303	785	3	-0.2970062941542989
122	387	5	1.0429476582105135
194	274	2	-0.9415842003639632
291	1042	4	0.30464168974334155
234	1184	2	-1.220076705078654
119	392	4	0.0491066419702053
167	486	4	0.427943886162182
299	144	4	0.5904849847526994
291	118	2	-1.634582829913199
308	1	4	0.31539150317488746
95	546	2	-1.2579652794568121
38	95	5	0.8016038110748092
102	768	2	-0.827274089119472
63	277	4	0.8929583424674996
160	234	5	1.0736037177128446
50	246	3	-0.3918099129665992
301	98	4	0.4866508501930381
225	193	4	-0.6107416937492289
290	88	4	0.7080837629700769
97	194	3	-1.0174564690859944
157	274	4	0.17422694509821954
181	1081	1	-0.5814113315456191
278	603	5	0.8074458662395273
276	796	1	-2.423708886862838
7	32	4	0.03263512792294017
10	16	4	-0.35437506560248083
284	304	4	0.5568390244881877
201	979	2	-0.9783485414978546
276	564	3	-0.45741099587622847
287	327	5	0.8646406977187451
246	201	5	1.5672961058012091
242	1137	5	0.7244900584196157
249	241	5	1.0362139339189849
99	4	5	1.3237932925956692
178	332	3	-0.7204208174418282
251	100	4	0.22525100888359473
81	432	2	-1.1667241830126869
260	322	4	-0.03713350081118161
25	181	5	1.5251470502442401
59	196	5	1.0036465211568946
72	679	2	-1.728102592840783
87	384	4	0.22472482894251983
290	143	5	1.803058654160918
42	423	5	1.19577667386334
292	515	4	-0.2805571054320035
115	20	3	-0.7956489008264312
20	288	1	-1.8249940429056482
201	219	4	0.9193526495482349
13	526	3	-0.0688246840703296
246	919	4	0.8108041735456751
138	26	5	1.0898391789881703
167	232	1	-1.6321580774557634
60	427	5	1.4474393287569098
57	304	5	1.462193232706866
223	274	4	0.7490570603600077
189	512	4	0.01994595373787181
243	15	3	-0.7769592983838192
92	1049	1	-2.3028818592573486
246	416	3	0.054312241290141054
194	165	4	1.0120428820238516
241	690	2	-1.3837636323741607
178	248	4	0.3369710275131135
254	1444	3	-0.04856369279902615
293	5	3	-0.02963055831707118
127	229	5	0.5733250636132698
225	237	5	0.5671172870528562
299	229	3	-0.5117536534523398
225	480	5	0.5671172870528562
276	54	3	-0.45741099587622847
291	144	5	1.2742539495716119
222	366	4	0.7980196892230278
267	518	5	1.1986372448561144
42	403	3	-0.6825678009606191
11	111	4	0.5737948719292236
95	625	4	0.5172344550050851
8	338	4	0.16367706640046253
162	25	4	0.5510720031518092
87	1016	4	0.22472482894251983
279	154	5	1.4445402327996035
145	275	2	-1.0214350638963807
119	1153	5	1.0366957749265522
62	498	4	0.6265899220700106
62	382	3	-0.27074873175864683
28	209	4	0.29010735697356343
135	23	4	0.7909987748677219
32	294	3	-0.34973288745430753
90	382	5	0.8393037783719657
286	208	4	0.24944907184020923
293	685	3	-0.02963055831707118
216	144	4	0.1978353827337401
166	328	5	1.0127239288658885
250	496	4	0.2006804583100103
271	132	5	1.410668477621667
160	174	5	1.0736037177128446
265	118	4	0.38528724667836095
198	498	3	-0.28409488341438277
42	96	5	1.19577667386334
168	151	5	1.1902380714238079
110	307	4	1.1097536951204685
58	144	4	0.13156534681616525
90	648	4	-0.24134486330867722
271	346	4	0.415323714223638
62	21	3	-0.27074873175864683
279	832	3	-0.22282801463398133
237	514	4	-0.21325544095372181
94	789	4	0.3370214731671567
128	485	3	-0.6522465685224664
298	317	4	-0.038603601563866906
44	195	5	1.3492075295415509
264	200	5	0.7788735780511313
194	385	2	-0.9415842003639632
72	195	5	1.124307711004847
222	750	5	1.6372414819657228
250	264	3	-0.7409739999138841
41	265	3	-0.9529531248281092
224	245	3	0.006455214318754883
82	135	3	-0.060195538572938405
262	1147	4	1.0065328580472952
293	471	3	-0.02963055831707118
216	658	3	-0.7989505841170268
250	140	3	-0.7409739999138841
59	23	5	1.0036465211568946
286	379	5	1.1150072970206937
244	815	4	0.3254971978308658
7	479	4	0.03263512792294017
174	368	1	-1.6384291657452237
87	274	4	0.22472482894251983
194	1211	2	-0.9415842003639632
82	1134	2	-0.9029330785940738
13	836	2	-0.774832733565968
13	272	4	0.6371833654253088
244	756	2	-1.5412096234642194
305	427	5	1.4725233045412458
95	787	2	-1.2579652794568121
43	14	2	-1.682102904783962
299	955	4	0.5904849847526994
57	419	3	-0.48739774423562204
84	405	3	-1.0705619269692155
269	504	4	0.704393231799692
299	111	3	-0.5117536534523398
194	466	4	1.0120428820238516
160	135	4	0.08258490136252664
99	268	3	-0.5039822179932749
10	486	4	-0.35437506560248083
259	117	4	0.16771674571315218
85	427	3	-0.6621921962352544
303	919	4	0.515146510199829
213	273	5	0.88622066996843
121	514	3	-0.45633193407841294
90	98	5	0.8393037783719657
49	559	2	-0.5452525802712728
42	794	3	-0.6825678009606191
155	323	2	-0.7506842442806241
68	117	4	0.6048639209249661
172	177	4	0.9273161628157491
19	4	4	0.5450726989166191
268	231	4	0.9639108152252638
5	2	3	0.09223601813446831
305	117	2	-1.3056651397207082
44	294	4	0.35052940718481457
43	137	4	0.2848004918152738
279	1336	1	-1.890196262067566
80	466	5	1.2133135692986454
254	164	4	0.9166397015816188
298	281	3	-1.2642679512166433
279	1240	1	-1.890196262067566
66	298	4	0.5095577718051384
18	443	3	-1.0372017142451657
268	1035	2	-0.8583528585147159
99	79	4	0.4099055373011972
13	98	4	0.6371833654253088
26	258	3	0.0655106309538734
7	455	4	0.03263512792294017
222	755	4	0.7980196892230278
200	673	5	1.1259607117330834
119	328	4	0.0491066419702053
213	172	5	0.88622066996843
276	322	3	-0.45741099587622847
94	1217	3	-0.6469828280508196
130	379	4	0.01443484587721766
38	328	4	0.17583567468737749
160	719	3	-0.9084339149877912
293	1267	3	-0.02963055831707118
26	930	2	-1.10276228772354
